94070,67170,105930,67170
94190,67226,105810,67226
94830,67480,105170,67480
95125,67636,104875,67636
95025,67760,104975,67760
94875,67594,105125,67594
94990,67566,105010,67566
95180,67526,104820,67526
94985,67660,105015,67660
94790,67714,105210,67714
94500,67676,105500,67676
94505,67812,105495,67812
94210,67800,105790,67800
94710,67888,105290,67888
95405,68022,104595,68022
95755,68148,104245,68148
96555,68394,103445,68394
96730,68570,103270,68570
97130,68692,102870,68692
97925,68878,102075,68878
97765,68812,102235,68812
98170,68988,101830,68988
98635,69306,101365,69306
98295,69270,101705,69270
98150,69238,101850,69238
97960,69214,102040,69214
98550,69500,101450,69500
98105,69436,101895,69436
98190,69516,101810,69516
97825,69438,102175,69438
97775,69664,102225,69664
98000,69736,102000,69736
97835,69698,102165,69698
97815,69760,102185,69760
98160,69948,101840,69948
98045,69956,101955,69956
98365,70132,101635,70132
98240,70160,101760,70160
98195,70082,101805,70082
98310,70048,101690,70048
98205,70150,,
98230,70270,,
97935,70324,,
98320,70412,,
98285,70506,,
97685,70450,,
97155,70432,,
97270,70538,,
97380,70558,,
97575,70678,,
97750,70758,,
98600,70900,,
98550,70986,,
98135,70894,,
98055,70982,,
98545,71220,,
99235,71520,,
99395,71578,,
99405,71604,,
99115,71528,,
99560,71726,,
99715,71878,,
99550,71928,,
99915,72020,,
99780,72038,,
100240,72246,,
100410,72228,,
99725,71930,,
99900,71980,,
100445,72044,,
100585,72182,,
101350,72272,,
101220,72160,,
101095,72152,,
101250,72118,,
